Unnamed: 0,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,losia,catharina,lorenzo,los_sat,cat_sat,enz_sat,satisfies_criteria
1159,rayyan-236651603,"Perfluoroalkyl substance contamination of the Llobregat River ecosystem (Mediterranean area, NE Spain)",2015.0,,,Science of the Total Environment,00489697 (ISSN),503.0,,48-57,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909580040&doi=10.1016%2fj.scitotenv.2014.05.094&partnerID=40&md5=0c740009a1c00f7409f40820b33ea69a,English,,,"The occurrence and sources of 21 perfluoroalkyl substances (PFASs: C4-C14, C16, C18 carboxylate, C4, C6-C8 and C10 sulfonates and C8 sulfonamide) were determined in water, sediment, and biota of the Llobregat River basin (NE Spain). Analytes were extracted by solid phase extraction (SPE) and determined by liquid chromatography triple quadrupole mass spectrometer (LC-QqQ-MS). All samples were contaminated with at least one PFAS, being the most frequently found perfluorobutanoate (PFBA), perfluorooctanoate (PFOA) and perfluorooctane sulfonate (L-PFOS). In general, mean PFAS concentrations measured in sediments (0.01-3.67ngg-1) and biota (0.79-431μgkg-1) samples were higher than those found in water (0.01-233ngL-1). L-PFOS presented very high levels in biota and water, particularly in the Anoia River where a maximum concentration of 2.71μgL-1 was related to important industrial activities. However, this pollution does not extend down the Llobregat River according to cumulated values. None of the hazard quotients (HQ) calculated indicate potential risk for the different tropic levels considered (algae, Daphnia sp. and fish). According to Maximum Allowable Concentration (MAC) proposed by the European Commission (L-PFOS) and to Provisional Health Advisory (PHA) values (PFOA, L-PFOS) established by the United States Environmental Protection Agency (US EPA), only two water samples exceeded PHA concentration for L-PFOS. © 2014 Elsevier B.V.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Spain,,,True,True,False,True,True,False,True
2554,rayyan-236653001,Alternative Eluent Composition for LC-MS Analysis of Perfluoroalkyl Acids in Raw Fish Samples,2014.0,,,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"[""0021-8561"", ""1520-5118 J9 - J AGR FOOD CHEM JI - J. Agric. Food Chem.""]",62.0,23.0,5259-5268,,,English,,,"A wide range of anthropogenic pollutants that possess serious environmental and health risks are known. One type of these harmful substances that have become a focus of interest during the past decade are perfluoroalkyl acids (PFAAs), which are extensively used in industry for different purposes. Due to the harmful effects that these compounds might cause in living organisms, EFSA and EU CONTAM panel have issued a monitoring program for PFAAs in foodstuffs. This has given rise to intense research dedicated to the analysis of PFAAs over the past few years. This work focuses on chromatographic analysis of three PFAAs in fish. The analytes, perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorooctanesulfonic acid (PFOS), are commonly associated with the production of fluoropolymers. Fluorinated alcohols are used as eluent components, and their possible advantages as eluent modifiers in LC-MS analysis of PFAAs, alternative retention mechanism and enhanced ionization efficiency, are examined. The analyzed fish samples originating from Estonian fresh and marine waters had low contents of PFAAs.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Multiple Sclerosis,,,True,True,False,True,True,False,True
341,rayyan-236650782,Novel and legacy per- and polyfluoroalkyl substances in bald eagle eggs from the Great Lakes region,2020.0,,,Environmental Pollution,02697491 (ISSN),260.0,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080037024&doi=10.1016%2fj.envpol.2019.113811&partnerID=40&md5=01f73a99ab3739b6ed25d84289b8f1ab,English,,,"Decades of large-scale production of per- and polyfluoroalkyl substances (PFASs) have resulted in their ubiquitous presence in the environment worldwide. Similarly to other persistent and bioaccumulative organic contaminants, some PFASs, particularly the long-chain congeners, can be biomagnified via food webs, making top predators vulnerable to elevated PFAS exposure. In this study, we measured seven classes of PFASs in bald eagle (Haliaeetus leucocephalus) eggs for the first time. The eggs (n = 22) were collected from the North American Great Lakes in 2000–2012. The ranges of total concentrations of perfluoroalkyl sulfonic acids (∑PFSAs) and perfluoroalkyl carboxylic acids (∑PFCAs) were 30.5–1650 and 5.4–216 ng/g wet weight (ww), respectively. In addition to these traditional PFAS compounds, 6:2 fluorotelomer sulfonic acid (6:2 FTS; median: 15.7 ng/g ww), perfluoro-4-ethylcyclohexanesulfonic acid (PFECHS; 0.22 ng/g ww), and 8-chloro-perfluorooctanesulfonic acid (Cl-PFOS, detected in wildlife for the first time; 0.53 ng/g ww) were also frequently detected. Bald eagle eggs from breeding areas located less than 8 km from a Great Lake shoreline or tributary had significantly greater total PFAS concentrations (∑PFASs) than those from breeding areas located further than 8 km (p < 0.05). In these samples, ∑PFASs rivalled the total concentration of brominated flame retardants, and were significantly greater than those of several other organic contaminants, such as dechlorane-related compounds, organophosphate esters, and flame retardant metabolites. © 2019 Seven classes of PFASs were measured in bald eagle eggs from the North American Great Lakes. In addition to legacy PFASs, novel compounds were also detected for the first time. Concentrations varied significantly between breeding areas according to distance from lakes. © 2019","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Alopecia;Ovum,,,True,True,False,True,True,False,True
1327,rayyan-236651771,PFAS profiles in three North Sea top predators: Metabolic differences among species?,2013.0,,,Environmental Science and Pollution Research,09441344 (ISSN),20.0,11.0,8013-8020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885921031&doi=10.1007%2fs11356-013-1633-x&partnerID=40&md5=ffa9683c2fbb186df703d9258840fc28,English,,,"Profiles of seven compounds of perfluoro-alkyl substances (PFASs) were compared among three species of top predators from the Danish North Sea: the white-beaked dolphin (Lagenorhynchus albirostris), the harbor porpoise (Phocoena phocoena), and the harbor seal (Phoca vitulina). The seals had higher total burdens (757.8 ng g-1 ww) than the dolphins (439.9 ng g-1 ww) and the porpoises (355.8 ng g-1 ww), probably a reflection of feeding closer to the shore and thus contamination sources. The most striking difference among the species was the relative contribution of perfluorooctanesulfonamide (PFOSA) to the profiles; the seals (0.1 %) had much lower levels than porpoises (8.3 %) and dolphins (26.0 %). In combination with the values obtained from the literature, this result indicates that Carnivora species including Pinnipedia have a much higher capacity of transforming PFOSA to perfluorooctane sulfonic acid (PFOS) than cetacean species. Another notable difference among the species was that the two smaller species (seals and porpoises) with supposedly higher metabolic rates had lower concentrations of the perfluorinated carboxylic acids, which are generally more easily excreted than perfluorinated sulfonamides. Species-specific characteristics should be recognized when PFAS contamination in marine mammals is investigated, for example, several previous studies of PFASs in cetaceans have not quantified PFOSA. © 2013 Springer-Verlag Berlin Heidelberg.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Prednisolone,,,True,True,False,True,True,False,True
2217,rayyan-236652664,Managing health risks of perfluoroalkyl acids in aquatic food from a river-estuary-sea environment affected by fluorochemical industry,2020.0,,,ENVIRONMENT INTERNATIONAL,"[""0160-4120"", ""1873-6750 J9 - ENVIRON INT JI - Environ. Int.""]",138.0,,,,,English,,,"Substantial perfluoroalkyl acids (PFAAs) production still occurs in China, and the consumption of aquatic products is a critical exposure pathway of PFAAs in humans. In this study, specimens of 16 freshwater and 40 marine species were collected in the river-estuary-sea environment affected by a mega fluorochemical industry park in China in 2015, and the edible tissues of these organisms were analyzed for PFAA levels. Perfluorooctanoic acid (PFOA) was the dominating contaminant with an overall contribution of more than 90%, and concentrations as high as 2161 ng/g wet weight (measured in the freshwater winkle). All species with the greatest PFOA levels were benthic. The trophic magnification factor (TMF) of PFOA was 1.10 for freshwater species and 1.28 for marine species, indicating that PFOA was slightly magnifying. Analysis of carbon source indicated that freshwater species were more benthic feeding, while marine species were more pelagic feeding. Aquatic food consumption screening values of PFOA were modified according to estimated daily intake (EDI) values, which generated recommendations for limited meal categories and the do-not-eat category. Thus, this study provides recommendations for mitigating the health risks of PFAA-contaminated aquatic food, ranging from food selection to consumption frequency and proper food processing.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,,,,True,True,False,True,True,False,True
306,rayyan-236650747,Multi-box mass balance model of PFOA and PFOS in different regions of San Francisco Bay,2020.0,,,Chemosphere,00456535 (ISSN),252.0,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082122681&doi=10.1016%2fj.chemosphere.2020.126454&partnerID=40&md5=36bc158f11bb794b7e42d7dfd19b64ec,English,,,"We present a model to predict the long-term distribution and concentrations of perfluorooctanoic acid (PFOA) and perfluorooctanesulfonic acid (PFOS) in estuaries comprising multiple intercommunicated sub-embayments. To that end, a mass balance model including rate constants and time-varying water inputs was designed to calculate levels of these compounds in water and sediment for every sub-embayment. Subsequently, outflows and tidal water exchanges were used to interconnect the different regions of the estuary. To calculate plausible risks to population, outputs of the model were used as inputs in a previously designed model to simulate concentrations of PFOA and PFOS in a sport fish species (Cymatogaster aggregata). The performance of the model was evaluated by applying it to the specific case of San Francisco Bay, (California, USA), using 2009 sediment and water sampled concentrations of PFOA and PFOS in North, Central and South regions. Concentrations of these compounds in the Bay displayed exponential decreasing trends, but with different shapes depending on region, compound, and compartment assessed. Nearly stable PFOA concentrations were reached after 50 years, while PFOS needed close to 500 years to stabilize in sediment and fish. Afterwards, concentrations stabilize between 4 and 23 pg/g in sediment, between 0.02 and 44 pg/L in water, and between 7 and 104 pg/g wet weight in fish, depending on compound and region. South Bay had the greatest final concentrations of pollutants, regardless of compartment. Fish consumption is safe for most scenarios, but due to model uncertainty, limitations in monthly intake could be established for North and South Bay catches. © 2020 Elsevier Ltd","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,San Francisco,,,True,True,False,True,True,False,True
52,rayyan-236650493,Sea turtles across the North Pacific are exposed to perfluoroalkyl substances,2021.0,,,Environmental Pollution,02697491 (ISSN),279.0,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102884452&doi=10.1016%2fj.envpol.2021.116875&partnerID=40&md5=4df791bba9faad5c6563972d9753ff2f,English,,,"Perfluorinated alkyl substances (PFASs) are global, persistent, and toxic contaminants. We assessed PFAS concentrations in green (Chelonia mydas) and hawksbill (Eretmochelys imbricata) turtles from the North Pacific. Fifteen compounds were quantified via liquid chromatography tandem mass spectrometry from 62 green turtle and 6 hawksbill plasma samples from Hawai'i, Palmyra Atoll, and the Northern Marianas Islands. Plasma from 14 green turtles severely afflicted with fibropapillomatosis, and eggs from 12 Hawaiian hawksbill nests from 7 females were analyzed. Perfluorooctane sulfonate (PFOS) predominated in green turtle plasma; perfluorononanoic acid (PFNA) predominated in hawksbill tissues. Concentrations were greater in hawksbill than green turtle plasma (p < 0.05), related to trophic differences. Green turtle plasma PFOS concentrations were related to human populations from highest to lowest: Hawai'i, Marianas, Palmyra. Influence on fibropapillomatosis was not evident. PFASs were maternally transferred to hawksbill eggs, with decreasing concentrations with distance from airports and with clutch order from one female. A risk assessment of PFOS showed concern for immunosuppression in Kailua green turtles and alarming concern for hawksbill developmental toxicity. Perfluoroundecanoic (PFUnA) and perfluorotridecanoic (PFTriA) acid levels were correlated with reduced emergence success (p < 0.05). Studies to further examine PFAS effects on sea turtle development would be beneficial. © 2021 Elsevier Ltd Endangered or threatened sea turtle species at remote Pacific islands contain perfluoroalkyl substances in blood and offload them to eggs, at concentrations known to be detrimental in birds. © 2021 Elsevier Ltd","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included"", ""Lorenzo""=>""Included""}",,,,,True,True,True,True,True,True,True
3337,rayyan-236653785,Occurrence of perfluoroalkyl substances (PFASs) in a large number of wild and farmed aquatic animals collected in the Netherlands,2019.0,,,Chemosphere,0045-6535,232.0,,415-423,,https://www.sciencedirect.com/science/article/pii/S0045653519311208,,,,"A range of perfluoroalkyl substances (PFASs) was analysed in marine fish, farmed fish, crustaceans, bivalves and European eel caught in (mostly) Dutch waters, or purchased at Dutch markets (approximately 250 samples, collected between 2012 and 2018). ΣPFAS levels were highest in eels collected from rivers and lakes (average 43.6 ng/g and max 172 ng/g), followed by shrimps collected near the Dutch coast (average 6.7 and max. 33 ng/g ww), and seabass (average 4.5 and max. 9.4 ng/g ww). Most of the farmed fish (e.g. trout, catfish, turbot, salmon, tilapia, pangasius) were among the lowest contaminated samples in this study (averages ranged from 0.06 to 1.5 ng/g ww). Geographically, levels in marine fish from the northern North Sea (e.g. haddock, whiting, herring) were lower than in the central and southern North Sea (e.g. cod and flatfish). Concerning eel, no substantial geographical differences were found (apart from two distinct locations). The contamination pattern was similar in all species, where PFOS mostly dominated the profile, and other long-chain PFASs being frequently detected. Short-chain PFASs were rarely found. PFOS concentrations in eel varied from 3.3 ng/g (close to the North Sea) to 67 ng/g ww in eel caught from Ghent-Terneuzen canal. The majority of detected PFOS levels in eels (93%) and 1 shrimp sample from Eems-Dollard exceeded the EU Environmental Quality Standard (EQS) for surface water of 9.1 μg/kg ww. Other samples (e.g. shrimps, bivalves, flounder), subject to the EQS, did not exceed this level.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Animal Shells;Animals;Netherlands,,,True,True,False,True,True,False,True
765,rayyan-236651207,"Bioaccumulation Patterns of Perfluoroalkyl Acids in an Estuary of the Ariake Sea, Japan",2018.0,,,Bulletin of Environmental Contamination and Toxicology,00074861 (ISSN),100.0,4.0,536-540,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041546298&doi=10.1007%2fs00128-018-2282-z&partnerID=40&md5=7602874fbd6d01f9c822286134e8bf1e,English,,,"To evaluate the bioaccumulation potential of perfluoroalkyl acids (PFAAs) in an aquatic food web, we measured the concentrations of nine PFAAs in the water and aquatic organisms from an estuary of the Omuta River, Japan. Average log bioaccumulation factors for all PFAAs ranged from 2.0 to 2.8. There was no positive correlation observed between PFAA carbon chain length and there was no evidence of trophic magnification demonstrated among the sample types collected. These results differed from the findings of previous studies in enclosed bodies of water, perhaps because river mouth–estuarine ecotones are more variable spatially and temporally and include some fish that are highly migratory. Further investigations of bioaccumulation factors will be needed to elucidate the tendency of amphiphilic chemicals to bioaccumulate in these river mouth–estuarine ecotones. © 2018, The Author(s).","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Japan,,,True,True,False,True,True,False,True
1906,rayyan-236652351,Association between perfluorinated compounds and pathological conditions in southern sea otters,2006.0,,,Environmental Science and Technology,0013936X (ISSN),40.0,16.0,4943-4948,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747474440&doi=10.1021%2fes060932o&partnerID=40&md5=89e026ce98a4dd15ac4ba87380640f64,English,,,"Concentrations of four perfluorinated contaminants, including perfluorooctanesulfonate (PFOS) and perfluorooctanoic acid (PFOA), were measured in liver tissue from 80 adult female sea otters collected from the California coast during 1992-2002. Concentrations of PFOS and PFOA were in the ranges of <1-884 and <5-147 ng/g, wet wt, respectively. Concentrations of PFOA in the livers of these sea otters were among the highest values reported for marine mammals to date. Liver tissue from 6 male sea otters also was analyzed and contained significantly higher concentrations of PFOS than did tissues from female otters. To examine the association between exposures and potential effects, concentrations of PFOS and PFOA were compared among the adult female otters that died from infectious diseases, noninfectious causes, and from apparent emaciation. Concentrations of both PFOA and PFOS were significantly higher in sea otters in the infectious disease category than in the noninfectious category. Concentrations of PFOS and PFOA were not significantly different between noninfectious and emaciated otters, suggesting that the poor nutritive (body) status of emaciated otters did not affect the concentrations of perfluorochemicals in livers. Concentrations of PFOA increased significantly from 1992 to 2002, whereas PFOS concentrations increased from 1992 to 1998 and then decreased after 2000. Significant association between infectious diseases and elevated concentrations of PFOS/PFOA in the livers of sea otters is a cause for concern and suggests the need for further studies. © 2006 American Chemical Society.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,,,,True,True,False,True,True,False,True
1904,rayyan-236652349,The bioconcentration factor of perfluorooctane sulfonate is significantly larger than that of perfluorooctanoate in wild turtles (Trachemys scripta elegans and Chinemys reevesii): An Ai river ecological study in Japan,2006.0,,,Ecotoxicology and Environmental Safety,01476513 (ISSN),65.0,1.0,14-21,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746543178&doi=10.1016%2fj.ecoenv.2005.03.007&partnerID=40&md5=b47d0061236bf1286a6dcbf3ce00e2fd,English,,,"Turtles rank high in the river food chain, and are suitable for predicting the bioconcentrations of chemicals through the food chain. Trachemys scripta elegans (N = 46) and Chinemys reevesii (N = 51) were captured in a river in Japan, from September to October 2003 and April to June 2004. Surface water samples were collected simultaneously from the same sites at which the turtles were caught. Serum perfluorooctane sulfonate (PFOS) ranged from 2.4 to 486 μg/L, while water PFOS levels ranged from 2.9 to 37 ng/L. The geometric mean (GM) (geometric standard deviation, GSD) of the bioconcentration factor (BCF) of PFOS was 10,964 (2.5). In contrast, the perfluorooctanoate (PFOA) level in water ranged from 16.7-87,100 ng/L, and serum PFOA ranged from <0.2 to 870 μg/L. The GM (GSD) of the BCF of PFOA was 3.2 (7.9). Furthermore, the BCF of PFOA decreased as the PFOA level in the surface water increased. PFOS could be preferentially bioconcentrated in biota, and PFOA, slightly bioconcentrated. © 2005 Elsevier Inc. All rights reserved.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Sulfones;Japan,,,True,True,False,True,True,False,True
893,rayyan-236651335,Dissimilar effects of organohalogenated compounds on thyroid hormones in glaucous gulls,2017.0,,,Environmental Research,00139351 (ISSN),158.0,,350-357,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021660833&doi=10.1016%2fj.envres.2017.06.007&partnerID=40&md5=b43fcfaa97b8cff56d6c68bb7f113fc4,English,,,"The glaucous gull (Larus hyperboreus) is an arctic top predator and scavenger exposed to high levels of mixtures of organohalogenated contaminants (OHCs) of which many interfere with the thyroid hormone (TH) system. In the present study, we applied statistical modeling to investigate the potential combined influence of the mixture of chlorinated, brominated and perfluorinated organic compounds in plasma of glaucous gulls on their plasma TH concentrations. In females, there were significant negative associations between several organochlorinated compounds (OCs) and free thyroxin (FT4) and triiodothyronine (FT3), indicating additive negative effects on FT4 and FT3. However, in these females there was also a significant positive association between perfluorooctane sulfonate (PFOS) and FT3. The inverse associations between several OCs and FT3 and the contrasting positive association between PFOS and FT3, indicate that these two groups of OHCs may have dissimilar and antagonistic effects on FT3 in female glaucous gulls. In males, there were no associations between any of the OHCs and the THs. That OHCs affect THs in a complex manner involving both additive and antagonistic effects add to the challenge of interpreting the overall functional effect of thyroid disruptive chemicals in wildlife. However, experimental studies are needed to confirm or disprove such effects. © 2017 Elsevier Inc.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Thyroid Gland;Thyroid Hormones,,,True,True,False,True,True,False,True
874,rayyan-236651316,"A nationwide survey of perfluorinated alkyl substances in waters, sediment and biota collected from aquatic environment in Vietnam: Distributions and bioconcentration profiles",2017.0,,,Journal of Hazardous Materials,03043894 (ISSN),323.0,,116-127,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963930434&doi=10.1016%2fj.jhazmat.2016.04.010&partnerID=40&md5=5ae79d9dec16a4a8eb10244bc0dca113,English,,,"Water, sediment, various tissues of fish, crustacean, gastropod and bivalve were collected from major river basins in Vietnam and analyzed for the presence of perfluorinated alkyl substances (PFASs). Furthermore, the occurrence of PFASs in coastal, tap and well waters collected from eight different regions in Vietnam was investigated. PFOA and PFOS were consistently detected as the dominant PFASs in surface waters. The greatest concentrations of PFOA (53.5 ng L−1) and PFOS (40.2 ng L−1) were found in a surface water sample collected from a channel that receives wastewater treatment plant discharges. PFOS and PFHxS were found as the predominant PFASs in sediments. The greatest PFAS concentration in biota was 16.9 ng PFUnDA g−1 wet weight found in a fish liver. Some long-chain PFCAs including PFNA, PFUnDA and PFTrDA as well as PFHxS were more abundant than short-chain PFASs in biota tissues. The measured concentrations of PFOS and PFOA in surface and tap waters were below the provisional health advisory. The rank order of mean bioconcentration factor of PFOS in biota was; crustacean (115 L/kg), gastropod (1117 L/kg), fish (1120 L/kg) and bivalve (2110 L/kg). This study provides baseline information for a better understanding of PFASs contamination in Vietnam. © 2016 Elsevier B.V.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Vietnam,,,True,True,False,True,True,False,True
2377,rayyan-236652824,First reports of per- and poly-fluoroalkyl substances (PFASs) in Australian native and introduced freshwater fish and crustaceans,2018.0,,,MARINE AND FRESHWATER RESEARCH,"[""1323-1650"", ""1448-6059 J9 - MAR FRESHWATER RES JI - Mar. Freshw. Res.""]",69.0,4.0,628-634,,,English,,,"Per- and poly-fluoroalkyl substances (PFASs) are persistent organic pollutants that have been extensively used in commercial and industrial applications, such as aqueous film-forming foam (AFFF) formulations. Widespread use of AFFFs has led to an increasing number of reports documenting PFAS contamination around civilian and military airports. However, research on the presence and distribution of PFASs in Australia is lacking. This study presents the first report of PFASs in Australian native and introduced freshwater species, sampled from a watercourse adjacent to the regional airport and colocated fire training ground near Tamworth, New South Wales, Australia. Perfluorooctane sulfonate was the most abundant PFAS compound in biota samples from this area, and both introduced common carp Cyprinus carpio and native Murray cod Maccullochella peelii had average concentrations higher than the Australian trigger value of 5.2 mu g kg(-1). Common yabby Cherax destructor and golden perch Macquaria ambigua carried low concentrations, and common yabby also had low concentrations of perfluorohexane sulfonate. Differences in foraging habits provided some potential explanations of the differences observed among species. There is a clear and pressing need to better understand potential toxicological and reproductive effects of PFASs on Australian freshwater species.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,"RNA, Messenger;Polyglactin 910;Poly(A)-Binding Protein II;Poly I-C;Poly(A)-Binding Proteins;Poly A-U;Poly(ADP-ribose) Polymerases",,,True,True,False,True,True,False,True
1377,rayyan-236651821,"Levels of chlorinated, brominated, and perfluorinated contaminants in birds of prey spanning multiple trophic levels",2013.0,,,Journal of Wildlife Diseases,00903558 (ISSN),49.0,2.0,347-354,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876036106&doi=10.7589%2f2012-03-084&partnerID=40&md5=d164df0c1783a7881d12c12f1738a699,English,,,"Birds of prey occupy high trophic levels and can consequently bioaccumulate high levels of environmental contaminants. To evaluate exposure to past-and current-use pollutants, we measured legacy contaminants (i.e., polychlorinated biphenyls [PCBs]; organochlorine pesticides, e.g., DDT), contaminants of emerging concern (polybrominated diphenyl ethers [PBDEs]; perfluorinated compounds [PFCs]), and stable isotopes (δ13C, δ15N) in 26 birds of prey (10 species) from coastal South Carolina (USA) sampled in 2009 and 2010. Nitrogen isotope ratios (δ15N) ranged from 5.2% to 13.7%, indicating the birds of prey spanned two to three trophic levels. Legacy contaminant levels were highly variable but generally comparable to levels reported previously for birds of prey in the southeast US, suggesting exposure has not declined substantially over the past 40 yr. Despite their status as newly emerging environmental contaminants, PFC levels were within the same order of magnitude as legacy contaminants. Although PBDEs were less prevalent, levels were among the greatest observed in wildlife to date (∑PBDEs max. 200 μg/g lipid). Relative contaminant profiles also varied between birds of prey utilizing low and high trophic levels; specifically PFCs contributed to a larger proportion of the contaminant burden in birds utilizing high trophic levels, whereas the legacy pesticide mirex was a larger contributor in low-trophic-level birds, indicating that relative exposure is in part dependent on foraging ecology. This study demonstrates that birds of prey continue to face exposure to legacy contaminants as well as newly emerging contaminants at levels of concern. © Wildlife Disease Association 2013.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,,,,True,True,False,True,True,False,True
607,rayyan-236651049,Levels and profiles of long-chain perfluoroalkyl carboxylic acids in Pacific cod from 14 sites in the North Pacific Ocean,2019.0,,,Environmental Pollution,02697491 (ISSN),247.0,,312-318,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060911570&doi=10.1016%2fj.envpol.2019.01.006&partnerID=40&md5=4bcdc0e19cf323a5a91a8ff2807331ce,English,,,"We investigated the profiles and levels of perfluoroalkyl carboxylic acid (PFCA) contamination in Pacific cod (Gadus macrocephalus) from the North Pacific Ocean. The mean concentrations of PFCAs containing 8 to 14 carbon atoms (C8–C14) in edible Pacific cod muscle ranged from 216 to 670 pg g−1 wet weight in the Northeast Pacific Ocean (Seattle, Vancouver, Alaska, and Russia), from 819 to 1710 pg g−1 wet weight in Japanese coastal waters (Hokkaido, Aomori, Iwate, Miyagi, Tottori, and Shimane), and from 288 to 892 pg g−1 wet weight in Korean waters (Sokcho, Busan, and Yeosu). These results indicate there are geographical differences in the distribution of PFCAs. The long-chain PFCAs (C9–C14) contributed 96% of the total PFCA concentration across Japan, whereas they contributed only 33% of the total PFCA concentration in the USA and Canada. Long-chain PFCA concentrations in cod samples collected in Japanese and Korean waters were about three to four times those in samples from the USA, Canada, and Russia. Because seafood is considered an important dietary source of PFCAs, high concentrations of long-chain PFCAs in Pacific cod from Japanese and Korean waters may affect human dietary exposure and blood concentrations of long-chain PFCAs. © 2019 Elsevier Ltd Long-chain PFCA concentrations in cod are high in Japan, and may be related to human serum concentrations. © 2019 Elsevier Ltd","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Carboxylic Acids,,,True,True,False,True,True,False,True
1777,rayyan-236652222,Perfluorinated and chlorinated pollutants as predictors of demographic parameters in an endangered seabird,2008.0,,,Environmental Pollution,02697491 (ISSN),156.0,2.0,417-424,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149161921&doi=10.1016%2fj.envpol.2008.01.028&partnerID=40&md5=cd52bd6739da894c6f849254305e2a6b,English,,,"Despite global occurrence of several perfluorinated compounds (PFCs) the potential ecological effects of such substances on natural populations are not known. In endangered lesser black-backed gulls (Larus fuscus fuscus) on the Norwegian Coast, the blood concentrations of PFCs were as high as legacy organochlorines (OCs), and here we examined whether PFCs show associations similar to those of OCs to factors potentially affecting population growth, by evaluating relationships between contaminant concentrations and demographic parameters (reproductive performance and the probability of adults returning between breeding seasons). PFCs were not adversely associated with demographic parameters, while the most persistent OCs; notably PCB and p,p′-DDE, were adversely associated with early chick survival, and adult return rate. This study thus suggests that when the concentrations of PFCs and OCs are of similar magnitude in a gull population, OCs are more likely to cause adverse ecological effects. © 2008 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,,,,True,True,False,True,True,False,True
1148,rayyan-236651592,Which coastal and marine environmental contaminants are truly emerging?,2015.0,,,Environmental Science and Pollution Research,09441344 (ISSN),22.0,3.0,1644-1652,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939883412&doi=10.1007%2fs11356-014-2856-1&partnerID=40&md5=995130633536eef43cf650a01b1ad43c,English,,,"To better understand the past and present impact of contaminants of emerging concern (CECs) in coastal and marine ecosystems, archived samples were analyzed for a broad suite of analytes, including pharmaceuticals and personal care products (PPCPs), flame retardants (including PBDEs), perfluorinated compounds (PFCs), and current-use pesticides. Surface sediment, mussels (Mytilus spp.) and sediment core samples collected from the California (USA) coast were obtained from environmental specimen banks. Selected CECs were detected in recent surface sediments, with nonylphenol (4-NP), its mono- and di-ethoxylates (NP1EO and NP2EO), triclocarban, and pyrethroid insecticides in the greatest abundance. Alkylphenols, triclocarban, and triclosan were present in sediment core segments from the 1970s, as well as in Mytilus tissue collected during the 1990s. Increasing concentrations of some CECs (e.g., miconazole, triclosan) were observed in the surface layers (ca. 2007) of a sediment core, in contrast to peak concentrations of 4-NP and triclocarban corresponding to input during the 1970s, and an apparent peak input for PBDEs during the 1990s. These results suggest that chemicals sometimes referred to as “emerging” (e.g., alkylphenols, triclocarban) have been present in the aquatic environment for several decades and are decreasing in concentration, whereas others (e.g., miconazole, triclosan) are increasing. © 2014, Springer-Verlag Berlin Heidelberg.","RAYYAN-INCLUSION: {""Losia""=>""Included"", ""Catharina""=>""Included""}",,Military Personnel,,,True,True,False,True,True,False,True
